name,platform,year_of_release,genre,publisher,developer,na_sales,eu_sales,jp_sales,critic_score,user_score
Rogue Ops,GC,2003.0,Action,Kemco,Bits Studios,0.04,0.01,0,65.0,#VALUE!
Smart Kid's Party Fun Pak,DS,2008.0,Misc,UFO Interactive,NaN,0.05,0,0,NaN,#VALUE!
Dream Salon,Wii,2009.0,Misc,Zoo Games,Zoo Games,0.05,0,0,NaN,#VALUE!
BeatMania IIDX 3rd Style,PS2,2000.0,Simulation,Konami Digital Entertainment,NaN,0,0,0.05,NaN,NaN
Natural Doctrine,PS3,2014.0,Role-Playing,Nippon Ichi Software,Kadokawa,0.03,0.01,0.01,NaN,8.1
DiRT 2,PC,2009.0,Racing,Codemasters,Codemasters,0,0.04,0,89.0,8.2
Payday 2,PC,2013.0,Shooter,505 Games,Overkill Software,0.04,0,0,79.0,3.4
Hummer Badlands,PS2,2006.0,Racing,Global Star,Eutechnyx,0.02,0.02,0,48.0,#VALUE!
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001.0,Platform,DreamCatcher Interactive,EKO Software,0.02,0.02,0,64.0,7.4
Ghostbusters (2016),XOne,2016.0,Action,Activision,NaN,0.04,0,0,NaN,NaN
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa K...",PS2,2007.0,Adventure,505 Games,NaN,0,0,0.05,NaN,NaN
Furu Furu Park,Wii,2007.0,Misc,Taito,"Taito Corporation, 505 Games",0.05,0,0,43.0,4.8
Hatsune Miku: Project Diva X,PS4,2016.0,Misc,Sega,Sega,0.02,0,0.02,78.0,7.4
Alter Echo,XB,2003.0,Shooter,THQ,Outrage Games,0.04,0.01,0,62.0,#VALUE!
Fushigi? Kagaku: Nazotoki Quiz Training - Nazo...,DS,2008.0,Misc,Benesse,NaN,0,0,0.05,NaN,NaN
BeatMania IIDX 4th Style: New Songs Collection,PS2,2001.0,Simulation,Konami Digital Entertainment,NaN,0,0,0.05,NaN,NaN
G1 Grand Prix,3DS,2012.0,Action,Genki,NaN,0,0,0.05,NaN,NaN
Resident Evil 4 HD,PS4,2016.0,Shooter,Capcom,NaN,0.04,0,0,NaN,NaN
Impossible Mission,PSP,2007.0,Platform,System 3 Arcade Software,NaN,0,0.04,0,NaN,NaN
Around the World in 80 Days,GBA,2004.0,Action,Hip Interactive,Saffire,0.03,0.01,0,40.0,#VALUE!
Houkago Shounen,DS,2008.0,Misc,Konami Digital Entertainment,NaN,0,0,0.05,NaN,NaN
Fishdom,DS,2011.0,Puzzle,Atari,Playrix Entertainment,0.05,0,0,NaN,#VALUE!
Classic Dungeon X2,PSP,2011.0,Role-Playing,Nippon Ichi Software,NaN,0,0,0.05,NaN,NaN
Whirl Tour,GC,2002.0,Sports,Vivendi Games,Papaya Studios,0.04,0.01,0,61.0,9
Pinball Tycoon,GBA,2002.0,Misc,Ignition Entertainment,Ignition Entertainment,0.03,0.01,0,NaN,#VALUE!
Grand Ages: Medieval,PC,2015.0,Strategy,Kalypso Media,Gaming Minds Studios,0,0.05,0,63.0,5.4
Major League Baseball 2K11,PS2,2011.0,Sports,Take-Two Interactive,Visual Concepts,0.02,0.02,0,NaN,#VALUE!
Cartoon Network Block Party,GBA,2004.0,Misc,Majesco Entertainment,One Man Band,0.03,0.01,0,52.0,#VALUE!
Power Spike Pro Beach Volleyball,PS,2000.0,Sports,Infogrames,Carapace,0.03,0.02,0,48.0,#VALUE!
White Album: Tsuzurareru Fuyu no Omoide,PS3,2010.0,Adventure,Aqua Plus,NaN,0,0,0.05,NaN,NaN
Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008.0,Adventure,Tecmo Koei,NaN,0,0,0.05,NaN,NaN
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998.0,Misc,Gainax Network Systems,NaN,0,0,0.05,NaN,NaN
SD Gundam: Scad Hammers,Wii,2006.0,Strategy,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Spitfire Heroes: Tales of the Royal Air Force,DS,2008.0,Simulation,Destineer,Big John Games,0.05,0,0,49.0,#VALUE!
Super Bust-A-Move,GBA,2001.0,Puzzle,Ubisoft,Taito Corporation,0.03,0.01,0,77.0,#VALUE!
Saints Row: Gat out of Hell,PS4,2015.0,Action,Deep Silver,Volition Inc.,0,0.04,0,64.0,5.7
ZooCube,GBA,2002.0,Puzzle,Acclaim Entertainment,PuzzleKings,0.03,0.01,0,71.0,#VALUE!
Stunt GP,PS2,2001.0,Racing,Titus,Team 17,0.02,0.02,0,49.0,8.1
D.Gray-man: Kami no Shitotachi,DS,2007.0,Adventure,Konami Digital Entertainment,NaN,0,0,0.05,NaN,NaN
Strikers 1945,SAT,1996.0,Shooter,Atlus,NaN,0,0,0.05,NaN,NaN
NBA 2K,DC,1999.0,Sports,Sega,NaN,0,0,0.05,NaN,NaN
Super Jinsei Game 2,SNES,1995.0,Misc,Takara,NaN,0,0,0.05,NaN,NaN
World Series of Poker,GC,2005.0,Misc,Activision Value,Activision,0.04,0.01,0,44.0,#VALUE!
Jikkyou Oshaberi Parodius,SNES,1995.0,Shooter,Konami Digital Entertainment,NaN,0,0,0.05,NaN,NaN
Plants vs. Zombies: Garden Warfare 2,PC,2016.0,Shooter,Electronic Arts,PopCap,0,0.04,0,82.0,7.5
J-League Winning Eleven 2010: Club Championship,PS2,2010.0,Sports,Konami Digital Entertainment,NaN,0,0,0.05,NaN,NaN
Johnny Bazookatone,PS,1995.0,Platform,U.S. Gold,NaN,0.03,0.02,0,NaN,NaN
Reign of Fire,GBA,2002.0,Shooter,BAM! Entertainment,Crawfish Interactive,0.03,0.01,0,61.0,#VALUE!
Koihime Musou,PS2,2008.0,Adventure,Yeti,NaN,0,0,0.05,NaN,NaN
Nicktoons: Attack of the Toybots,DS,2007.0,Platform,THQ,Natsume,0.04,0,0,54.0,#VALUE!
Singularity,PC,2010.0,Shooter,Mastertronic,Raven Software,0,0.04,0,76.0,7.7
NASCAR Heat Evolution,PS4,2016.0,Racing,Dusenberry Martin Racing,Dusenberry Martin Racing,0.04,0,0,66.0,3.8
Cartoon Network Racing,DS,2006.0,Action,Game Factory,Firebrand Games,0.04,0,0,55.0,#VALUE!
Ms Saga: A New Dawn,PS2,2005.0,Role-Playing,Namco Bandai Games,Bandai,0.02,0.02,0,65.0,8.6
Kekkon Zenya,SAT,1995.0,Adventure,Shogakukan,NaN,0,0,0.05,NaN,NaN
Child of Light,PS4,2014.0,Role-Playing,Ubisoft,Ubisoft Montreal,0,0.01,0.04,82.0,8
Finny the Fish & the Seven Waters,PS2,2004.0,Sports,Sony Computer Entertainment,NaN,0.02,0.02,0,NaN,NaN
The Grim Adventures of Billy & Mandy,Wii,2006.0,Action,Midway Games,NaN,0.04,0,0,NaN,NaN
Barnyard,GBA,2006.0,Action,THQ,Halfbrick Studios,0.03,0.01,0,56.0,#VALUE!
Next Generation of Chaos,PS2,2002.0,Role-Playing,Idea Factory,NaN,0,0,0.05,NaN,NaN
GrimGrimoire,PS2,2007.0,Strategy,Tecmo Koei,Vanilla Ware,0.01,0.01,0.03,79.0,7.9
Katekyoo Hitman Reborn! DS: Bongole Shiki Tais...,DS,2008.0,Misc,Takara Tomy,NaN,0,0,0.05,NaN,NaN
Rock of the Dead,PS3,2010.0,Shooter,Conspiracy Entertainment,Epicenter Studios,0.04,0,0,45.0,#VALUE!
TNA iMPACT: Cross the Line,DS,2010.0,Fighting,SouthPeak Games,Point of View,0.04,0,0,NaN,#VALUE!
Deadliest Catch: Alaskan Storm,X360,2008.0,Sports,Navarre Corp,Liquid Dragon Studios,0.04,0,0,56.0,5.9
Golden Axe: The Duel,SAT,1994.0,Fighting,Sega,NaN,0,0,0.05,NaN,NaN
J-League '96 Dream Stadium,SNES,1996.0,Sports,Hudson Soft,NaN,0,0,0.05,NaN,NaN
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001.0,Fighting,Capcom,NaN,0,0,0.05,NaN,NaN
Crime Life: Gang Wars,XB,2005.0,Action,Konami Digital Entertainment,Hothouse Creations,0.04,0.01,0,30.0,3.4
Tokimeki Memorial: Girls Side 1st Love,DS,2007.0,Adventure,Konami Digital Entertainment,NaN,0,0,0.05,NaN,NaN
Rugby 2005,XB,2005.0,Sports,Electronic Arts,HB Studios Multimedia,0.04,0.01,0,75.0,7.7
"Warhammer 40,000: Dawn of War",PC,2004.0,Strategy,THQ,Relic,0.01,0.03,0,86.0,8.8
Taito Legends,XB,2005.0,Misc,Empire Interactive,Empire Oxford,0.04,0.01,0,74.0,#VALUE!
Rock 'N Roll Racing,GBA,2003.0,Racing,Activision,Mass Media,0.03,0.01,0,80.0,9.4
Reader Rabbit 2nd Grade,Wii,NaN,Misc,Unknown,Graffiti Entertainment,0.04,0,0,NaN,#VALUE!
Silhouette Mirage,PS,1998.0,Platform,ESP,Treasure,0.03,0.02,0,69.0,7.5
Dynasty Warriors Vol. 2,PSP,2006.0,Action,Tecmo Koei,Omega Force,0.04,0,0,57.0,8.1
Freelancer,PC,2003.0,Simulation,Microsoft Game Studios,Digital Anvil,0.02,0.02,0,85.0,9
Treasure Report: Kikai Jikake no Isan,DS,2011.0,Adventure,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Growlanser VI: Precarious World,PS2,2007.0,Role-Playing,Atlus,NaN,0,0,0.05,NaN,NaN
Block Kuzushi,SNES,1995.0,Puzzle,Pow,NaN,0,0,0.05,NaN,NaN
LEGO Indiana Jones 2: The Adventure Continues,PC,2009.0,Action,Activision,Traveller's Tales,0.02,0.03,0,66.0,8
American Bass Challenge,GBA,2001.0,Sports,Starfish,Starfish,0.03,0.01,0,69.0,#VALUE!
American Chopper 2: Full Throttle,GC,2005.0,Racing,Activision,Creat Studios,0.04,0.01,0,54.0,#VALUE!
Ultimate Ghosts 'n Goblins (JP sales),PSP,2006.0,Platform,Capcom,NaN,0,0,0.05,NaN,NaN
Rugby 06,PS2,2006.0,Sports,Electronic Arts,EA Canada,0.02,0.02,0,70.0,7.8
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004.0,Action,Microsoft Game Studios,Tecmo,0.04,0.01,0,84.0,8.3
2002 FIFA World Cup,GC,2002.0,Sports,Electronic Arts,EA Sports,0.04,0.01,0,78.0,7.7
The Lord of the Rings: The Battle for Middle-E...,X360,2006.0,Strategy,Electronic Arts,EA LA,0,0.04,0,79.0,7.5
LEGO The Hobbit,PC,2014.0,Action,Warner Bros. Interactive Entertainment,TT Games,0,0.05,0,68.0,NaN
Need for Speed Carbon,PC,2006.0,Racing,Electronic Arts,Black Box,0,0.04,0,78.0,7.2
Colin McRae Rally 2005,XB,2004.0,Racing,Codemasters,Codemasters,0.04,0.01,0,83.0,7.5
Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011.0,Role-Playing,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Zoop,PS,1995.0,Puzzle,MediaQuest,NaN,0.03,0.02,0,NaN,NaN
Saiyuki: Journey West,PS,1999.0,Strategy,Tecmo Koei,Koei,0.03,0.02,0,73.0,7.1
Powerful Golf,DS,2011.0,Sports,Konami Digital Entertainment,NaN,0,0,0.05,NaN,NaN
Rock Band Country Track Pack 2,X360,2011.0,Misc,MTV Games,Electronic Arts,0.04,0,0,NaN,#VALUE!
Detective Conan: Marionette Symphony,3DS,2013.0,Adventure,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Utawarerumono: Itsuwari no Kamen,PS3,2015.0,Adventure,Aqua Plus,NaN,0,0,0.05,NaN,NaN
American Chopper 2: Full Throttle,XB,2005.0,Racing,Zoo Digital Publishing,Creat Studios,0.04,0.01,0,NaN,#VALUE!
Amnesia Crowd,PSP,2013.0,Misc,Idea Factory,NaN,0,0,0.05,NaN,NaN
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu n...,PS2,2008.0,Misc,Hackberry,NaN,0,0,0.05,NaN,NaN
Monster Hunter Frontier Online,PS3,NaN,Role-Playing,NaN,NaN,0,0,0.05,NaN,NaN
MTX Mototrax,PSP,2006.0,Racing,Activision,Left Field Productions,0.04,0,0,67.0,#VALUE!
VR Soccer '96,PS,1996.0,Sports,Gremlin Interactive Ltd,NaN,0.03,0.02,0,NaN,NaN
Ribbit King,GC,2003.0,Sports,Atari,Bandai,0.04,0.01,0,60.0,#VALUE!
Diabolik Lovers,PSP,2012.0,Adventure,Idea Factory,NaN,0,0,0.05,NaN,NaN
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008.0,Action,Konami Digital Entertainment,NaN,0,0,0.05,NaN,NaN
Summoner: A Goddess Reborn,GC,2003.0,Role-Playing,THQ,Cranky Pants Games,0.04,0.01,0,72.0,#VALUE!
Pirates vs Ninja Dodgeball,Wii,2009.0,Sports,SouthPeak Games,NaN,0.04,0,0,NaN,NaN
Secret Service,X360,2008.0,Action,Activision Value,Tigon,0.04,0,0,NaN,5.5
Noddy in Toyland,DS,2011.0,Misc,GSP,NaN,0,0.04,0,NaN,NaN
Empire Earth,PC,2001.0,Strategy,Vivendi Games,Stainless Steel Studios,0,0.04,0,81.0,8.2
Yu-Gi-Oh! World Championship 2007,DS,2007.0,Strategy,Konami Digital Entertainment,NaN,0,0.01,0.04,NaN,NaN
DuckTales: Remastered,PS3,2013.0,Action,Capcom,WayForward,0.01,0.03,0,75.0,7.4
E.X. Troopers,PS3,2012.0,Shooter,Capcom,NaN,0,0,0.05,NaN,NaN
Worms Reloaded,PC,2010.0,Strategy,Team17 Software,Team 17,0,0.04,0,79.0,6.8
Kiniro no Corda 2 Encore,PS2,2007.0,Role-Playing,Tecmo Koei,NaN,0,0,0.05,NaN,NaN
M&M's Adventure,DS,2008.0,Adventure,Zoo Digital Publishing,NaN,0.04,0,0,NaN,NaN
ESPN Great Outdoor Games Bass 2002,GBA,2001.0,Sports,Konami Digital Entertainment,KCEO,0.03,0.01,0,57.0,#VALUE!
Soul Eater: Plot of Medusa,DS,2008.0,Action,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
StarCraft,PC,1998.0,Strategy,Activision,Blizzard Entertainment,0,0.04,0,88.0,9.1
Gaist Crusher,3DS,2013.0,Action,Capcom,NaN,0,0,0.05,NaN,NaN
World Championship Pool 2004,PS2,2004.0,Sports,Jaleco,Blade Interactive,0.02,0.02,0,60.0,6.7
Punch King,GBA,2002.0,Fighting,Acclaim Entertainment,Full-Fat,0.03,0.01,0,58.0,#VALUE!
V-Rally 3,GBA,2002.0,Racing,Atari,Velez & Dubail,0.03,0.01,0,82.0,#VALUE!
B-Boy,PSP,2006.0,Misc,Sony Computer Entertainment,FreeStyleGames,0.04,0,0,50.0,7.8
Kakuto Chojin,XB,2002.0,Fighting,Microsoft Game Studios,DreamFactory,0.04,0.01,0,46.0,7.2
Beyond Oasis,GEN,1993.0,Role-Playing,Sega,NaN,0,0,0.05,NaN,NaN
Robotech: Invasion,XB,2004.0,Shooter,Global Star,Vicious Cycle,0.04,0.01,0,59.0,#VALUE!
Rain (2013),PS3,2013.0,Adventure,Sony Computer Entertainment,NaN,0,0,0.05,NaN,NaN
Wii de Asobu Chibi-Robo!,Wii,2009.0,Adventure,Nintendo,NaN,0,0,0.05,NaN,NaN
Need for Speed Underground,PC,2003.0,Racing,Electronic Arts,Black Box,0,0.04,0,82.0,8.3
Jewel Quest Mysteries,DS,2009.0,Puzzle,Astragon,Activision,0.03,0.01,0,NaN,#VALUE!
Tokyo Ghoul: Jail,PSV,2015.0,Racing,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
To Heart 2 DX Plus,PS3,2011.0,Adventure,Aqua Plus,NaN,0,0,0.05,NaN,NaN
Romance of the Three Kingdoms VI: Awakening of...,PS,1998.0,Strategy,Tecmo Koei,NaN,0.03,0.02,0,NaN,NaN
Star Driver: Kagayaki no Takuto - Ginga Bishou...,PSP,2011.0,Adventure,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Frogger: Ancient Shadow,GC,2005.0,Platform,Konami Digital Entertainment,Hudson Soft,0.04,0.01,0,54.0,#VALUE!
Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006.0,Action,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Moon,DS,2009.0,Adventure,Mastiff,Renegade Kid,0.04,0,0,71.0,7.4
Snoopy vs the Red Baron,PSP,2006.0,Adventure,Namco Bandai Games,Smart Bomb Interactive,0.04,0,0,76.0,7.8
Pet Vet: Down Under,DS,2009.0,Simulation,Deep Silver,Braingame,0.04,0,0,NaN,NaN
Virtua Tennis 3,PSP,2007.0,Sports,Sega,Sumo Digital,0.02,0.02,0,79.0,7.7
Raze's Hell,XB,2005.0,Shooter,Majesco Entertainment,Artech Studios,0.04,0.01,0,71.0,8.1
Far Cry,PC,2004.0,Shooter,Ubisoft,Crytek,0,0.04,0,89.0,8.1
Gem Smashers,Wii,2011.0,Platform,Crave Entertainment,Frame Studios Interactive,0.04,0,0,NaN,#VALUE!
Shin Megami Tensei NINE,XB,2002.0,Role-Playing,Atlus,NaN,0,0,0.05,NaN,NaN
Magic Carpet,PS,1995.0,Shooter,Electronic Arts,NaN,0.03,0.02,0,NaN,NaN
Adventure Time: Explore the Dungeon Because I ...,PS3,2013.0,Action,D3Publisher,NaN,0.02,0.01,0,NaN,NaN
Hoshigami: Ruining Blue Earth,PS,2001.0,Role-Playing,Max Five,Max Five,0.03,0.02,0,62.0,8.7
GunPey DS,DS,2006.0,Puzzle,Atari,Q Entertainment,0.04,0,0,70.0,#VALUE!
Cabela's African Safari,PSP,2006.0,Sports,Activision Value,FUN Labs,0.04,0,0,NaN,#VALUE!
Test Drive: Ferrari Legends,X360,2012.0,Racing,Atari,NaN,0.04,0,0,NaN,NaN
Sushi Go-Round,Wii,2010.0,Simulation,Asylum Entertainment,SouthPeak Games,0.04,0,0,NaN,#VALUE!
NightCaster II: Equinox,XB,2002.0,Action,Jaleco,Jaleco Entertainment,0.03,0.01,0,46.0,7
Shin Hayarigami,PSV,2014.0,Adventure,Nippon Ichi Software,NaN,0,0,0.05,NaN,NaN
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-...,DS,2008.0,Role-Playing,Square Enix,NaN,0,0,0.05,NaN,NaN
Arslan: The Warriors of Legend,PS3,2015.0,Action,Tecmo Koei,Omega Force,0,0,0.05,NaN,#VALUE!
SD Gundam G Generation World,Wii,2011.0,Strategy,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Ship Simulator Extremes,PC,2010.0,Simulation,Paradox Interactive,VSTEP,0,0.04,0,49.0,6.2
Winter Sports 2011,PS3,2011.0,Sports,DTP Entertainment,DTP Entertainment,0,0.04,0,NaN,NaN
Time Crisis: Project Titan,PS,2001.0,Shooter,Namco Bandai Games,Flying Tiger Development,0.03,0.02,0,71.0,6.7
Ore-Sama Kingdom: Koi no Manga mo Debut o Moku...,DS,2011.0,Action,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Crusader: No Remorse,PS,1996.0,Adventure,Electronic Arts,NaN,0.03,0.02,0,NaN,NaN
Billy the Wizard: Rocket Broomstick Racing,Wii,2007.0,Racing,Metro 3D,Data Design Interactive,0.04,0,0,NaN,0.3
Ys: The Ark of Napishtim,PSP,2006.0,Role-Playing,Konami Digital Entertainment,Konami Software Shanghai,0.04,0,0,64.0,7.3
Black & Bruised,GC,2003.0,Fighting,Vivendi Games,NaN,0.04,0.01,0,NaN,NaN
Winter Sports 3: The Great Tournament,Wii,2010.0,Sports,Tradewest,NaN,0.02,0.02,0,NaN,NaN
Pro Evolution Soccer 2017,XOne,2016.0,Sports,Konami Digital Entertainment,Konami,0.01,0.03,0,87.0,6.1
FIFA Soccer 10,PC,2009.0,Sports,Electronic Arts,EA Sports,0,0.04,0,72.0,3.8
Jewel Quest 5: The Sleepless Star,PC,2011.0,Action,Astragon,NaN,0.02,0.02,0,NaN,NaN
World Series of Poker: Tournament of Champions...,Wii,2006.0,Misc,Activision,NaN,0.04,0,0,NaN,NaN
Tom Clancy's Rainbow Six: Lockdown,GC,2005.0,Shooter,Ubisoft,"Red Storm Entertainment, Ubisoft Montreal",0.04,0.01,0,72.0,7.8
Yoru no Nai Kuni,PS3,2015.0,Role-Playing,Tecmo Koei,NaN,0,0,0.05,NaN,NaN
Full Spectrum Warrior: Ten Hammers,XB,2006.0,Strategy,THQ,Pandemic Studios,0.03,0.01,0,69.0,#VALUE!
Puyo Puyo Tetris,PSV,2014.0,Puzzle,Sega,NaN,0,0,0.05,NaN,NaN
The Sims,PC,2000.0,Simulation,Electronic Arts,Maxis,0.01,0.03,0,92.0,7.9
Turok: Dinosaur Hunter,N64,1997.0,Shooter,Acclaim Entertainment,NaN,0,0,0.05,NaN,NaN
MiniCopter: Adventure Flight,Wii,2007.0,Simulation,505 Games,Sonic Powered,0.04,0,0,NaN,#VALUE!
FIFA Manager 12,PC,2011.0,Sports,Electronic Arts,Bright Future GmbH,0,0.03,0,72.0,3.9
Balloon Pop,Wii,2007.0,Puzzle,505 Games,UFO Interactive,0.04,0,0,NaN,#VALUE!
Gitaroo Man,PS2,2001.0,Misc,THQ,Koei/Inis,0.02,0.02,0,82.0,8.7
Taiko no Tatsujin Portable 2,PSP,2006.0,Misc,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Super Bubble Pop,GC,2003.0,Puzzle,Jaleco,Runecraft,0.04,0.01,0,54.0,#VALUE!
Apassionata: Die Galanacht der Pferde,DS,2009.0,Simulation,RTL,NaN,0,0.04,0,NaN,NaN
Battleship / Connect Four / Sorry! / Trouble,DS,2006.0,Puzzle,"Destination Software, Inc",NaN,0.04,0,0,NaN,NaN
Time Travelers,PSV,2012.0,Adventure,Level 5,NaN,0,0,0.05,NaN,NaN
Amnesia Later,PSP,2012.0,Misc,Idea Factory,NaN,0,0,0.05,NaN,NaN
World Championship Poker: Featuring Howard Led...,X360,2006.0,Misc,Oxygen Interactive,NaN,0.04,0,0,NaN,NaN
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013.0,Shooter,Activision,Behaviour Interactive,0.04,0,0,NaN,6.1
Crazy Chicken: Atlantis Quest,DS,2007.0,Platform,Phenomedia,NaN,0.04,0,0,NaN,NaN
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011.0,Adventure,ChunSoft,NaN,0,0,0.05,NaN,NaN
Intellivision Lives!,XB,2004.0,Misc,Crave Entertainment,NaN,0.03,0.01,0,NaN,NaN
Test Drive Le Mans,PS,1999.0,Racing,Infogrames,NaN,0.03,0.02,0,NaN,NaN
Counter Force,Wii,2007.0,Shooter,505 Games,Hyper-Devbox,0.04,0,0,NaN,#VALUE!
Centipede: Infestation,3DS,2011.0,Shooter,Atari,WayForward,0.04,0,0,NaN,#VALUE!
Cabela's Trophy Bucks,X360,2007.0,Sports,Activision Value,FUN Labs,0.04,0,0,39.0,3
XCOM 2,XOne,2016.0,Strategy,Take-Two Interactive,Firaxis Games,0.02,0.02,0,87.0,8.1
Yaiba: Ninja Gaiden Z,X360,2014.0,Action,Tecmo Koei,"Spark Unlimited, comcept",0.03,0.01,0,50.0,5.3
Hero Bank 2,3DS,2014.0,Role-Playing,Sega,NaN,0,0,0.05,NaN,NaN
Rock of the Dead,X360,2010.0,Shooter,Conspiracy Entertainment,Epicenter Studios,0.04,0,0,48.0,4.8
Monster Jam: Maximum Destruction,GC,2002.0,Racing,Ubisoft,NaN,0.04,0.01,0,NaN,NaN
Big Air Freestyle,GC,2002.0,Racing,Atari,Paradigm Entertainment,0.04,0.01,0,56.0,#VALUE!
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014.0,Action,FuRyu,NaN,0,0,0.05,NaN,NaN
The Lost Treasures of Alexandria,DS,2011.0,Puzzle,Unknown,NaN,0,0.04,0,NaN,NaN
Rimo-Cocoron,PS2,2001.0,Action,Sony Computer Entertainment,NaN,0,0,0.05,NaN,NaN
Mike Tyson Heavyweight Boxing,XB,2002.0,Sports,Codemasters,Atomic Planet Entertainment,0.03,0.01,0,37.0,#VALUE!
Code Lyoko,DS,2007.0,Action,Game Factory,DC Studios,0.03,0.01,0,63.0,6.8
The Berenstain Bears and the Spooky Old Tree,GBA,2005.0,Platform,Namco Bandai Games,NaN,0.03,0.01,0,NaN,NaN
12-Sai. Koisuru Diary,3DS,2016.0,Adventure,Happinet,NaN,0,0,0.05,NaN,NaN
Pool Party,Wii,2007.0,Sports,SouthPeak Games,SouthPeak Games,0.04,0,0,32.0,0.7
Rapala Fishing Frenzy 2009,X360,2008.0,Sports,Activision,FUN Labs,0.04,0,0,41.0,7.2
Hakuouki: Bakumatsu Musou Roku,PSP,2012.0,Action,Idea Factory,NaN,0,0,0.05,NaN,NaN
Hiiro no Kakera DS,DS,2008.0,Adventure,Idea Factory,NaN,0,0,0.05,NaN,NaN
Company of Heroes,PC,2006.0,Strategy,THQ,Relic,0,0.04,0,93.0,8.8
Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011.0,Adventure,Comfort,NaN,0,0,0.05,NaN,NaN
Wonder World Amusement Park,Wii,2008.0,Misc,Majesco Entertainment,Coyote Console,0.04,0,0,37.0,4.5
Jonah Lomu Rugby Challenge,PC,2011.0,Sports,Home Entertainment Suppliers,NaN,0,0.04,0,NaN,NaN
Atelier Ayesha: The Alchemist of Dusk,PSV,2014.0,Role-Playing,Tecmo Koei,NaN,0,0,0.05,NaN,NaN
The Misadventures of Tron Bonne,PS,1999.0,Adventure,Eidos Interactive,NaN,0.03,0.02,0,NaN,NaN
Just Dance 2017,PS3,2016.0,Misc,Ubisoft,Ubisoft Paris,0.01,0.03,0,NaN,#VALUE!
Ride 2,PS4,2016.0,Racing,Milestone S.r.l,Milestone S.r.l,0,0.04,0,71.0,8
Wing Island,Wii,2006.0,Simulation,Konami Digital Entertainment,CAProduction,0.03,0.01,0.01,47.0,4.9
Silent Hunter: Wolves of the Pacific,PC,2007.0,Simulation,Ubisoft,Ubisoft Romania,0,0.04,0,79.0,6.9
Brave Story: New Traveller (jp sales),PSP,2006.0,Role-Playing,Sony Computer Entertainment,NaN,0,0,0.05,NaN,NaN
Black Jack vs. Matsudajun,PS,2000.0,Misc,Pony Canyon,NaN,0.03,0.02,0,NaN,NaN
Clever Kids: Creepy Crawlies,DS,2009.0,Action,Midas Interactive Entertainment,NaN,0,0.04,0,NaN,NaN
Wrath Unleashed,XB,2004.0,Strategy,LucasArts,Double Helix Games,0.03,0.01,0,69.0,7
March of the Penguins,DS,2006.0,Adventure,Zoo Digital Publishing,SkyRiver Studios,0.04,0,0,34.0,1.7
Professor Heinz Wolff's Gravity,DS,2008.0,Puzzle,Deep Silver,Deep Silver,0.04,0,0,53.0,#VALUE!
Garou Densetsu 3: Road to the Final Victory,SAT,1996.0,Fighting,SNK,NaN,0,0,0.05,NaN,NaN
Lips: Deutsche Partyknaller,X360,2009.0,Misc,Microsoft Game Studios,NaN,0,0.04,0,NaN,NaN
Boing! Docomodake DS,DS,2007.0,Puzzle,Ignition Entertainment,NaN,0.04,0,0,NaN,NaN
Bleach: Soul Carnival,PSP,2008.0,Fighting,Sony Computer Entertainment,NaN,0,0,0.05,NaN,NaN
Double Dragon Advance,GBA,2003.0,Action,Atlus,Million,0.03,0.01,0,75.0,8.4
Toukiden Kiwami,PSP,2014.0,Action,Tecmo Koei,NaN,0,0,0.05,NaN,NaN
Gummy Bears Mini Golf,DS,2010.0,Sports,Storm City Games,NaN,0.04,0,0,NaN,NaN
Resident Evil Director's Cut,PS3,2006.0,Action,Capcom,NaN,0,0,0.05,NaN,NaN
Color Cross,DS,2008.0,Misc,Rising Star Games,Rising Star Games,0.04,0,0,72.0,#VALUE!
Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010.0,Misc,Warner Bros. Interactive Entertainment,Black Lantern Studios,0.04,0,0,NaN,#VALUE!
